symbol,name,exchange
VBU,Vanguard U.S. Aggregate Bond Index ETF (CAD-hedged),TSX
VGG,Vanguard U.S. Dividend Appreciation Index ETF,TSX
VGH,Vanguard U.S. Dividend Appreciation Index ETF (CAD-hedged),TSX
VUN,Vanguard U.S. Total Market Index ETF,TSX
VUS,Vanguard U.S. Total Market Index ETF (CAD-hedged),TSX
VBV,VBI Vaccines Inc.,TSX
VCM,Vecima Networks Inc.,TSX
VLN,Velan Inc.,TSX
VET,Vermilion Energy Inc.,TSX
VB,VersaBank,TSX
VB.PR.A,VersaBank,TSX
VB.PR.B,VersaBank,TSX
VFF,"Village Farms International, Inc.",TSX
VGZ,Vista Gold Corp.,TSX
WJX,Wajax Corporation,TSX
WFC,Wall Financial Corporation,TSX
WM,Wallbridge Mining Company Limited,TSX
WCN,"Waste Connections, Inc.",TSX
WDO,Wesdome Gold Mines Ltd.,TSX
WFT,West Fraser Timber Co. Ltd.,TSX
W.PR.H,Westcoast Energy Inc.,TSX
W.PR.J,Westcoast Energy Inc.,TSX
W.PR.K,Westcoast Energy Inc.,TSX
W.PR.M,Westcoast Energy Inc.,TSX
WRN,Western Copper and Gold Corporation,TSX
WRG,Western Energy Services Corp.,TSX
WEF,Western Forest Products Inc.,TSX
WRX,Western Resources Corp.,TSX
WEQ,WesternOne Inc.,TSX
WEQ.DB,WesternOne Inc.,TSX
WJA,WestJet Airlines Ltd.,TSX
WPRT,Westport Fuel Systems Inc.,TSX
WTE,Westshore Terminals Investment Corporation,TSX
WPM,Wheaton Precious Metals Corp.,TSX
WCP,Whitecap Resources Inc.,TSX
WCM.A,Wilmington Capital Management Inc.,TSX
WCM.B,Wilmington Capital Management Inc.,TSX
WPK,Winpak Ltd.,TSX
WFS,World Financial Split Corp.,TSX
WFS.PR.A,World Financial Split Corp.,TSX
WIR.U,WPT Industrial Real Estate Investment Trust,TSX
WSP,WSP Global Inc.,TSX
XTG,Xtra-Gold Resources Corp.,TSX
XDC,Xtreme Drilling Corp.,TSX
YRI,Yamana Gold Inc.,TSX
YGR,Yangarra Resources Ltd.,TSX
YPG.DB,Yellow Pages Digital & Media Solutions Limited,TSX
Y,Yellow Pages Limited,TSX
Y.WT,Yellow Pages Limited,TSX
YRB,Yorbeau Resources Inc.,TSX
ZAR,Zargon Oil & Gas Ltd.,TSX
ZAR.DB.A,Zargon Oil & Gas Ltd.,TSX
ZCL,ZCL Composites Inc.,TSX
ZYME,Zymeworks Inc.,TSX
