symbol,name,exchange
GSC,Golden Star Resources Ltd.,TSX
GGA,Goldgroup Mining Inc.,TSX
GSB.UN,Goldman Sachs U.S. Income Builder Trust,TSX
XAU,GoldMoney Inc.,TSX
GDL,Goodfellow Inc.,TSX
GCM,Gran Colombia Gold Corp.,TSX
GCM.DB.U,Gran Colombia Gold Corp.,TSX
GCM.DB.V,Gran Colombia Gold Corp.,TSX
GCM.DB.X,Gran Colombia Gold Corp.,TSX
GCM.WT.A,Gran Colombia Gold Corp.,TSX
GTE,Gran Tierra Energy Inc.,TSX
GTX,Gran Tierra Exchangeco Inc.,TSX
GXO,Granite Oil Corp.,TSX
GRT.UN,Granite Real Estate Investment Trust,TSX
GC,Great Canadian Gaming Corporation,TSX
GPR,Great Panther Silver Limited,TSX
GWO,Great-West Lifeco Inc.,TSX
GWO.PR.F,Great-West Lifeco Inc.,TSX
GWO.PR.G,Great-West Lifeco Inc.,TSX
GWO.PR.H,Great-West Lifeco Inc.,TSX
GWO.PR.I,Great-West Lifeco Inc.,TSX
GWO.PR.L,Great-West Lifeco Inc.,TSX
GWO.PR.M,Great-West Lifeco Inc.,TSX
GWO.PR.N,Great-West Lifeco Inc.,TSX
GWO.PR.O,Great-West Lifeco Inc.,TSX
GWO.PR.P,Great-West Lifeco Inc.,TSX
GWO.PR.Q,Great-West Lifeco Inc.,TSX
GWO.PR.R,Great-West Lifeco Inc.,TSX
GWO.PR.S,Great-West Lifeco Inc.,TSX
GWO.PR.T,Great-West Lifeco Inc.,TSX
GCG,Guardian Capital Group Limited,TSX
GCG.A,Guardian Capital Group Limited,TSX
GUY,Guyana Goldfields Inc.,TSX
GCT,GVIC Communications Corp.,TSX
GCT.C,GVIC Communications Corp.,TSX
GUD,Knight Therapeutics Inc.,TSX
GOGO,U.S. Global GO GOLD and Precious Metal Miners ETF,TSX
HR.DB.D,H&R Real Estate Investment Trust,TSX
HR.UN,H&R Real Estate Investment Trust,TSX
HBG,Hamilton Capital Global Bank ETF,TSX
HBG.U,Hamilton Capital Global Bank ETF,TSX
HFY,Hamilton Capital Global Financials Yield ETF,TSX
HFY.U,Hamilton Capital Global Financials Yield ETF,TSX
HFMU.U,Hamilton Capital U.S. Mid-Cap Financials ETF (USD),TSX
HMM.A,Hammond Manufacturing Company Limited,TSX
HPS.A,Hammond Power Solutions Inc.,TSX
HE,Hanwei Energy Services Corp.,TSX
HWD,Hardwoods Distribution Inc.,TSX
HRT,Harte Gold Corp.,TSX
HRES,Harvest Global Resource Leaders ETF,TSX
HUBL,Harvest US Bank Leaders Income ETF,TSX
HUBL.U,Harvest US Bank Leaders Income ETF,TSX
HHL,Healthcare Leaders Income ETF,TSX
HHL.U,Healthcare Leaders Income ETF,TSX
MDS.UN,Healthcare Special Opportunities Fund,TSX
HSM,"Helius Medical Technologies, Inc.",TSX
HSM.WT,"Helius Medical Technologies, Inc.",TSX
HBP,Helix BioPharma Corp.,TSX
HER,Heron Resources Limited,TSX
HRX,Heroux-Devtek Inc.,TSX
HWO,High Arctic Energy Services Inc.,TSX
HLF,High Liner Foods Incorporated,TSX
HLC,Holloway Lodging Corporation,TSX
HLC.DB,Holloway Lodging Corporation,TSX
HLC.DB.A,Holloway Lodging Corporation,TSX
HCG,Home Capital Group Inc.,TSX
HNL,Horizon North Logistics Inc.,TSX
HARC,Horizons Absolute Return Global Currency ETF,TSX
MIND,Horizons Active A.I. Global Equity ETF,TSX
HAD,Horizons Active Cdn Bond ETF,TSX
HAL,Horizons Active Cdn Dividend ETF,TSX
HMP,Horizons Active Cdn Municipal Bond ETF,TSX
HAB,Horizons Active Corporate Bond ETF,TSX
HAJ,Horizons Active Emerging Markets Dividend ETF,TSX
HFR,Horizons Active Floating Rate Bond ETF,TSX
HFP,Horizons Active Floating Rate Preferred Share ETF,TSX
HSL,Horizons Active Floating Rate Senior Loan ETF,TSX
HAZ,Horizons Active Global Dividend ETF,TSX
HAF,Horizons Active Global Fixed Income ETF,TSX
HYI,Horizons Active High Yield Bond ETF,TSX
HADM,Horizons Active Intl Developed Markets Equity ETF,TSX
HPR,Horizons Active Preferred Share ETF,TSX
HAU,Horizons Active US Dividend ETF,TSX
HAU.U,Horizons Active US Dividend ETF,TSX
HUF,Horizons Active US Floating Rate Bond (USD) ETF,TSX
HUF.U,Horizons Active US Floating Rate Bond (USD) ETF,TSX
HMF,Horizons Auspice Managed Futures Index ETF,TSX
HOG,Horizons Canadian Midstream Oil & Gas Index ETF,TSX
HXH,Horizons Cdn High Dividend Index ETF,TSX
HII,Horizons Cdn Insider Index ETF,TSX
HBB,Horizons Cdn Select Universe Bond ETF,TSX
HCN,Horizons China High Dividend Yield Index ETF,TSX
HUC,Horizons Crude Oil ETF,TSX
HEE,Horizons Enhanced Income Energy ETF,TSX
HEX,Horizons Enhanced Income Equity ETF,TSX
HEF,Horizons Enhanced Income Financials ETF,TSX
HEP,Horizons Enhanced Income Gold Producers ETF,TSX
HEJ,Horizons Enhanced Income International Equity ETF,TSX
HEA,Horizons Enhanced Income US Equity (USD) ETF,TSX
HEA.U,Horizons Enhanced Income US Equity (USD) ETF,TSX
HXX,Horizons EURO STOXX 50 Index ETF,TSX
HGC,Horizons Global Currency Opportunities ETF,TSX
HRA,Horizons Global Risk Parity ETF,TSX
HUG,Horizons Gold ETF,TSX
HGY,Horizons Gold Yield ETF,TSX
INOC,Horizons Inovestor Canadian Equity Index ETF,TSX
HXDM,Horizons Intl Developed Markets Equity Index ETF,TSX
HXDM.U,Horizons Intl Developed Markets Equity Index ETF,TSX
HGM,Horizons Managed Global Opportunities ETF,TSX
HMMJ,Horizons Marijuana Life Sciences Index ETF,TSX
HMMJ.U,Horizons Marijuana Life Sciences Index ETF,TSX
HHF,Horizons Morningstar Hedge Fund Index ETF,TSX
HXQ,Horizons NASDAQ-100 Index ETF,TSX
HXQ.U,Horizons NASDAQ-100 Index ETF,TSX
HUN,Horizons Natural Gas ETF,TSX
HNY,Horizons Natural Gas Yield ETF,TSX
ROBO,Horizons Robotics and Automation Index ETF,TSX
HSH,Horizons S&P 500 CAD Hedged Index ETF,TSX
HXS,Horizons S&P 500 Index ETF,TSX
HXS.U,Horizons S&P 500 Index ETF,TSX
HEW,Horizons S&P/TSX 60 Equal Weight Index ETF,TSX
HXT,Horizons S&P/TSX 60 Index ETF,TSX
HXT.U,Horizons S&P/TSX 60 Index ETF,TSX
HXE,Horizons S&P/TSX Capped Energy Index ETF,TSX
HXF,Horizons S&P/TSX Capped Financials Index ETF,TSX
HAC,Horizons Seasonal Rotation ETF,TSX
HUZ,Horizons Silver ETF,TSX
HTH,Horizons US 7-10 Year Treasury Bond CAD Hedged ETF,TSX
HTB,Horizons US 7-10 Year Treasury Bond ETF,TSX
HTB.U,Horizons US 7-10 Year Treasury Bond ETF,TSX
HZM,Horizonte Minerals Plc.,TSX
HBM,Hudbay Minerals Inc.,TSX
HBM.WT,Hudbay Minerals Inc.,TSX
HBC,Hudson's Bay Company,TSX
HSE,Husky Energy Inc.,TSX
HSE.PR.A,Husky Energy Inc.,TSX
HSE.PR.B,Husky Energy Inc.,TSX
HSE.PR.C,Husky Energy Inc.,TSX
HSE.PR.E,Husky Energy Inc.,TSX
HSE.PR.G,Husky Energy Inc.,TSX
H,Hydro One Limited,TSX
H.IR,Hydro One Limited,TSX
HYG,Hydrogenics Corporation,TSX
HYD,Hyduke Energy Services Inc.,TSX
HLP.DB.U,Invesque Inc.,TSX
HLP.U,Invesque Inc.,TSX
HWF.UN,Middlefield Healthcare & Wellness Dividend Fund,TSX
HTA,Tech Achievers Growth & Income ETF,TSX
HTA.U,Tech Achievers Growth & Income ETF,TSX
HUL,US Equity Plus Income ETF,TSX
HUL.U,US Equity Plus Income ETF,TSX
HID,WisdomTree U.S. High Dividend Index ETF,TSX
HID.B,WisdomTree U.S. High Dividend Index ETF,TSX
IMG,IAMGOLD Corporation,TSX
IBG,IBI Group Inc.,TSX
IBG.DB.C,IBI Group Inc.,TSX
IBG.DB.D,IBI Group Inc.,TSX
IFA,iFabric Corp.,TSX
IGM,IGM Financial Inc.,TSX
IGM.PR.B,IGM Financial Inc.,TSX
IMV,Immunovaccine Inc.,TSX
III,Imperial Metals Corporation,TSX
IMO,Imperial Oil Limited,TSX
IRG,Imvescor Restaurant Group Inc.,TSX
INC.UN,Income Financial Trust,TSX
IDG,Indigo Books & Music Inc.,TSX
IAG,Industrial Alliance Insurance and Financial Services Inc.,TSX
IAG.PR.A,Industrial Alliance Insurance and Financial Services Inc.,TSX
IAG.PR.G,Industrial Alliance Insurance and Financial Services Inc.,TSX
ISV,Information Services Corporation,TSX
INE,Innergex Renewable Energy Inc.,TSX
INE.DB.A,Innergex Renewable Energy Inc.,TSX
INE.PR.A,Innergex Renewable Energy Inc.,TSX
INE.PR.C,Innergex Renewable Energy Inc.,TSX
INO.UN,Inovalis Real Estate Investment Trust,TSX
IPO,InPlay Oil Corp.,TSX
INQ,INSCAPE Corporation,TSX
IFC,Intact Financial Corporation,TSX
IFC.PR.A,Intact Financial Corporation,TSX
IFC.PR.C,Intact Financial Corporation,TSX
IFC.PR.D,Intact Financial Corporation,TSX
IFC.PR.E,Intact Financial Corporation,TSX
IFC.PR.F,Intact Financial Corporation,TSX
IAM,Integrated Asset Management Corp.,TSX
IPCI,IntelliPharmaCeutics International Inc.,TSX
IPL,Inter Pipeline Ltd.,TSX
IFP,Interfor Corporation,TSX
IMP,Intermap Technologies Corporation,TSX
IPCO,International Petroleum Corporation,TSX
ITH,International Tower Hill Mines Ltd.,TSX
IIP.UN,InterRent Real Estate Investment Trust,TSX
ITP,Intertape Polymer Group Inc.,TSX
ITC,Intrinsyc Technologies Corporation,TSX
INV,INV Metals Inc.,TSX
IFB.UN,Investment Grade Infrastructure Bond Fund,TSX
IBR,Iron Bridge Resources Inc.,TSX
XCB,iShares Canadian Corporate Bond Index ETF,TSX
XGB,iShares Canadian Government Bond Index ETF,TSX
XCG,iShares Canadian Growth Index ETF,TSX
XHB,iShares Canadian HYBrid Corporate Bond Index ETF,TSX
XRB,iShares Canadian Real Return Bond Index ETF,TSX
XDV,iShares Canadian Select Dividend Index ETF,TSX
XCV,iShares Canadian Value Index ETF,TSX
XCH,iShares China Index ETF,TSX
XSC,iShares Conservative Short Term Strategic Fixed Income ETF,TSX
XSE,iShares Conservative Strategic Fixed Income ETF,TSX
XLB,iShares Core Canadian Long Term Bond Index ETF,TSX
XSB,iShares Core Canadian Short Term Bond Index ETF,TSX
XSH,iShares Core Canadian Short Term Corporate + Maple Bond Index ETF,TSX
XBB,iShares Core Canadian Universe Bond Index ETF,TSX
XAW,iShares Core MSCI All Country World ex Canada Index ETF,TSX
XDIV,iShares Core MSCI Canadian Quality Dividend Index ETF,TSX
XEF,iShares Core MSCI EAFE IMI Index ETF,TSX
XFH,iShares Core MSCI EAFE IMI Index ETF (CAD-Hedged),TSX
XEC,iShares Core MSCI Emerging Markets IMI Index ETF,TSX
XDG,iShares Core MSCI Global Quality Dividend Index ETF,TSX
XDGH,iShares Core MSCI Global Quality Dividend Index ETF (CAD-Hedged),TSX
XDU,iShares Core MSCI US Quality Dividend Index ETF,TSX
XDUH,iShares Core MSCI US Quality Dividend Index ETF (CAD-Hedged),TSX
XUS,iShares Core S&P 500 Index ETF,TSX
XSP,iShares Core S&P 500 Index ETF (CAD-Hedged),TSX
XUU,iShares Core S&P U.S. Total Market Index ETF,TSX
XUH,iShares Core S&P U.S. Total Market Index ETF (CAD-Hedged),TSX
XIC,iShares Core S&P/TSX Capped Composite Index ETF,TSX
XTR,iShares Diversified Monthly Income ETF,TSX
XMV,iShares Edge MSCI Min Vol Canada Index ETF,TSX
XMI,iShares Edge MSCI Min Vol EAFE Index ETF,TSX
XML,iShares Edge MSCI Min Vol EAFE Index ETF (CAD-Hedged),TSX
XMM,iShares Edge MSCI Min Vol Emerging Markets Index ETF,TSX
XMW,iShares Edge MSCI Min Vol Global Index ETF,TSX
XMY,iShares Edge MSCI Min Vol Global Index ETF (CAD-Hedged),TSX
XMU,iShares Edge MSCI Min Vol USA Index ETF,TSX
XMS,iShares Edge MSCI Min Vol USA Index ETF (CAD-Hedged),TSX
XFC,iShares Edge MSCI Multifactor Canada Index ETF,TSX
XFI,iShares Edge MSCI Multifactor EAFE Index ETF,TSX
XFF,iShares Edge MSCI Multifactor EAFE Index ETF (CAD-Hedged),TSX
XFS,iShares Edge MSCI Multifactor USA Index ETF,TSX
XFA,iShares Edge MSCI Multifactor USA Index ETF (CAD-Hedged),TSX
XFR,iShares Floating Rate Index ETF,TSX
XHC,iShares Global Healthcare Index ETF (CAD-Hedged),TSX
XQB,iShares High Quality Canadian Bond Index ETF,TSX
XQB.A,iShares High Quality Canadian Bond Index ETF,TSX
XID,iShares India Index ETF,TSX
XEB,iShares J.P. Morgan USD Emerging Markets Bond Index ETF (CAD-Hedged),TSX
XEN,iShares Jantzi Social Index ETF,TSX
XIN,iShares MSCI EAFE Index ETF (CAD-Hedged),TSX
XEM,iShares MSCI Emerging Markets Index ETF,TSX
XEU,iShares MSCI Europe IMI Index ETF,TSX
XEH,iShares MSCI Europe IMI Index ETF (CAD-Hedged),TSX
XWD,iShares MSCI World Index ETF,TSX
XQQ,iShares NASDAQ 100 Index ETF (CAD-Hedged),TSX
XCD,iShares S&P Global Consumer Discretionary Index ETF (CAD-Hedged),TSX
XGI,iShares S&P Global Industrials Index ETF(CAD-Hedged),TSX
XMC,iShares S&P U.S. Mid-Cap Index ETF,TSX
XMH,iShares S&P U.S. Mid-Cap Index ETF (CAD-Hedged),TSX
XIU,iShares S&P/TSX 60 Index ETF,TSX
XST,iShares S&P/TSX Capped Consumer Staples Index ETF,TSX
XEG,iShares S&P/TSX Capped Energy Index ETF,TSX
XFN,iShares S&P/TSX Capped Financials Index ETF,TSX
XIT,iShares S&P/TSX Capped Information Technology Index ETF,TSX
XMA,iShares S&P/TSX Capped Materials Index ETF,TSX
XRE,iShares S&P/TSX Capped REIT Index ETF,TSX
XUT,iShares S&P/TSX Capped Utilities Index ETF,TSX
XMD,iShares S&P/TSX Completion Index ETF,TSX
XEI,iShares S&P/TSX Composite High Dividend Index ETF,TSX
XBM,iShares S&P/TSX Global Base Metals Index ETF,TSX
XGD,iShares S&P/TSX Global Gold Index ETF,TSX
XPF,iShares S&P/TSX North American Preferred Stock Index ETF (CAD-Hedged),TSX
XCS,iShares S&P/TSX SmallCap Index ETF,TSX
XSQ,iShares Short Term High Quality Canadian Bond Index ETF,TSX
XSI,iShares Short Term Strategic Fixed Income ETF,TSX
SVR,iShares Silver Bullion ETF,TSX
SVR.C,iShares Silver Bullion ETF,TSX
XHU,iShares U.S. High Dividend Equity Index ETF,TSX
XHD,iShares U.S. High Dividend Equity Index ETF (CAD-Hedged),TSX
XHY,iShares U.S. High Yield Bond Index ETF (CAD-Hedged),TSX
XIG,iShares U.S. IG Corporate Bond Index ETF (CAD-Hedged),TSX
XSU,iShares U.S. Small Cap Index ETF (CAD-Hedged),TSX
IVN,Ivanhoe Mines Ltd.,TSX
IGCF,PIMCO Investment Grade Credit Fund (Canada),TSX
ILV,PowerShares S&P International Developed Low Volatility Index ETF,TSX
IFL.UN,Redwood Floating Rate Bond Fund,TSX
ISL.U,Redwood Floating Rate Income Fund,TSX
ISL.UN,Redwood Floating Rate Income Fund,TSX
IDR.UN,REIT INDEXPLUS Income Fund,TSX
ITX,The Intertain Group Limited,TSX
ITX.DB,The Intertain Group Limited,TSX
IQD,WisdomTree International Quality Dividend Growth Index ETF,TSX
IQD.B,WisdomTree International Quality Dividend Growth Index ETF,TSX
JAG,Jaguar Mining Inc.,TSX
JWEL,Jamieson Wellness Inc.,TSX
PJC.A,Jean Coutu Group (PJC) Inc. (The),TSX
JFS.UN,JFT Strategies Fund,TSX
JOY,Journey Energy Inc.,TSX
JE,Just Energy Group Inc.,TSX
JE.DB.B,Just Energy Group Inc.,TSX
JE.DB.C,Just Energy Group Inc.,TSX
JE.PR.U,Just Energy Group Inc.,TSX
KBL,K-Bro Linen Inc.,TSX
KRN,Karnalyte Resources Inc.,TSX
KAT,Katanga Mining Limited,TSX
KEG.UN,Keg Royalties Income Fund (The),TSX
KLS,Kelso Technologies Inc.,TSX
KEL,Kelt Exploration Ltd.,TSX
KEL.DB,Kelt Exploration Ltd.,TSX
KER,Kerr Mines Inc.,TSX
KEW,Kew Media Group Inc.,TSX
KEW.WT,Kew Media Group Inc.,TSX
KEY,Keyera Corp.,TSX
KMP.UN,Killam Apartment Real Estate Investment Trust,TSX
KXS,Kinaxis Inc.,TSX
KML,Kinder Morgan Canada Limited,TSX
KML.PR.A,Kinder Morgan Canada Limited,TSX
KML.PR.C,Kinder Morgan Canada Limited,TSX
KFS,Kingsway Financial Services Inc.,TSX
KFS.WT.V,Kingsway Financial Services Inc.,TSX
K,Kinross Gold Corporation,TSX
KL,Kirkland Lake Gold Ltd.,TSX
KDX,Klondex Mines Ltd.,TSX
KPT,KP Tissue Inc.,TSX
LIF,Labrador Iron Ore Royalty Corporation,TSX
LRT.DB.G,Lanesborough Real Estate Investment Trust,TSX
LRT.UN,Lanesborough Real Estate Investment Trust,TSX
LAM,Laramide Resources Ltd.,TSX
LGO,Largo Resources Ltd.,TSX
LAS.A,Lassonde Industries Inc.,TSX
LB,Laurentian Bank of Canada,TSX
LB.PR.H,Laurentian Bank of Canada,TSX
LB.PR.J,Laurentian Bank of Canada,TSX
LFX,LeadFX Inc,TSX
LMC,Leagold Mining Corporation,TSX
LNF,Leon's Furniture Limited,TSX
LNF.DB,Leon's Furniture Limited,TSX
LVN,Levon Resources Ltd.,TSX
LGD,Liberty Gold Corp.,TSX
LGD.WT,Liberty Gold Corp.,TSX
LBS,Life & Banc Split Corp.,TSX
LBS.PR.A,Life & Banc Split Corp.,TSX
LNR,Linamar Corporation,TSX
LIQ,Liquor Stores N.A. Ltd.,TSX
LIQ.DB.B,Liquor Stores N.A. Ltd.,TSX
LAC,Lithium Americas Corp.,TSX
L,Loblaw Companies Limited,TSX
L.PR.B,Loblaw Companies Limited,TSX
LGQ,Logiq Asset Management Inc.,TSX
LGQ.DB.A,Logiq Asset Management Inc.,TSX
LGT.A,Logistec Corporation,TSX
LGT.B,Logistec Corporation,TSX
LN,Loncor Resources Inc.,TSX
LVU.UN,Low Volatility U.S. Equity Income Fund,TSX
LUC,Lucara Diamond Corp.,TSX
LUG,Lundin Gold Inc.,TSX
LUN,Lundin Mining Corporation,TSX
LXR,"LXRandCo, Inc.",TSX
LXR.WT,"LXRandCo, Inc.",TSX
LYD,Lydian International Limited,TSX
PR,Lysander-Slater Preferred Share ActivETF,TSX
LEAF,MedReleaf Corp.,TSX
LS.UN,Middlefield Healthcare & Life Sciences Dividend Fund,TSX
LOW.UN,Redwood Low Volatility High Income Fund,TSX
XMF.A,M Split Corp.,TSX
XMF.PR.B,M Split Corp.,TSX
XMF.PR.C,M Split Corp.,TSX
QBB,Mackenzie Canadian Aggregate Bond Index ETF,TSX
QCN,Mackenzie Canadian Equity Index ETF,TSX
QCE,Mackenzie Canadian Large Cap Equity Index ETF,TSX
MCSB,Mackenzie Canadian Short Term Fixed Income ETF,TSX
QSB,Mackenzie Canadian Short-Term Bond Index ETF,TSX
MKB,Mackenzie Core Plus Canadian Fixed Income ETF,TSX
MGB,Mackenzie Core Plus Global Fixed Income ETF,TSX
MFT,Mackenzie Floating Rate Income ETF,TSX
QDX,Mackenzie International Equity Index ETF,TSX
QDXH,Mackenzie International Equity Index ETF (CAD-Hedged),TSX
MIVG,Mackenzie Ivy Global Equity ETF,TSX
MKZ.UN,Mackenzie Master Limited Partnership,TSX
MXU,Mackenzie Maximum Diversification All World Developed ex North America Index ETF,TSX
MWD,Mackenzie Maximum Diversification All World Developed Index ETF,TSX
MKC,Mackenzie Maximum Diversification Canada Index ETF,TSX
MEU,Mackenzie Maximum Diversification Developed Europe Index ETF,TSX
MEE,Mackenzie Maximum Diversification Emerging Markets Index ETF,TSX
MUS,Mackenzie Maximum Diversification US Index ETF,TSX
MPCF,Mackenzie Portfolio Completion ETF,TSX
MUB,Mackenzie Unconstrained Bond ETF,TSX
QHY,Mackenzie US High Yield Bond Index ETF (CAD-Hedged),TSX
QUIG,Mackenzie US Investment Grade Corporate Bond Index ETF (CAD-Hedged),TSX
QUU,Mackenzie US Large Cap Equity Index ETF,TSX
QAH,Mackenzie US Large Cap Equity Index ETF (CAD-Hedged),TSX
MPC,Madison Pacific Properties Inc.,TSX
MPC.C,Madison Pacific Properties Inc.,TSX
MAG,MAG Silver Corp.,TSX
MAL,Magellan Aerospace Corporation,TSX
MG,Magna International Inc.,TSX
MEQ,Mainstreet Equity Corp.,TSX
MDI,Major Drilling Group International Inc.,TSX
MND,Mandalay Resources Corporation,TSX
MFC,Manulife Financial Corporation,TSX
MFC.PR.B,Manulife Financial Corporation,TSX
MFC.PR.C,Manulife Financial Corporation,TSX
MFC.PR.F,Manulife Financial Corporation,TSX
MFC.PR.G,Manulife Financial Corporation,TSX
MFC.PR.H,Manulife Financial Corporation,TSX
MFC.PR.I,Manulife Financial Corporation,TSX
MFC.PR.J,Manulife Financial Corporation,TSX
MFC.PR.K,Manulife Financial Corporation,TSX
MFC.PR.L,Manulife Financial Corporation,TSX
MFC.PR.M,Manulife Financial Corporation,TSX
MFC.PR.N,Manulife Financial Corporation,TSX
MFC.PR.O,Manulife Financial Corporation,TSX
MFC.PR.P,Manulife Financial Corporation,TSX
MFC.PR.R,Manulife Financial Corporation,TSX
MFR.UN,Manulife Floating Rate Senior Loan Fund,TSX
MCLC,Manulife Multifactor Canadian Large Cap Index ETF,TSX
MCSM,Manulife Multifactor Canadian SMID Cap Index ETF,TSX
MINT,Manulife Multifactor Developed International Index ETF,TSX
MINT.B,Manulife Multifactor Developed International Index ETF,TSX
MULC,Manulife Multifactor U.S. Large Cap Index ETF,TSX
MULC.B,Manulife Multifactor U.S. Large Cap Index ETF,TSX
MUMC,Manulife Multifactor U.S. Mid Cap Index ETF,TSX
MUMC.B,Manulife Multifactor U.S. Mid Cap Index ETF,TSX
MUSC,Manulife Multifactor U.S. Small Cap Index ETF,TSX
MUSC.B,Manulife Multifactor U.S. Small Cap Index ETF,TSX
MBK.UN,Manulife U.S. Regional Bank Trust,TSX
MFI,Maple Leaf Foods Inc.,TSX
MOZ,Marathon Gold Corporation,TSX
MAR,Marret Resource Corp.,TSX
MRE,Martinrea International Inc.,TSX
MNR,Mason Resources Corp.,TSX
MAW,Mawson Resources Limited,TSX
MAXR,Maxar Technologies Ltd.,TSX
MXG,Maxim Power Corp.,TSX
MBN,MBN Corporation,TSX
MKP,MCAN Mortgage Corporation,TSX
MCB,McCoy Global Inc.,TSX
MUX,McEwen Mining Inc.,TSX
MDF,Mediagrif Interactive Technologies Inc.,TSX
MDNA,Medicenna Therapeutics Corp.,TSX
MEG,MEG Energy Corp.,TSX
MGA,Mega Uranium Ltd.,TSX
MRD,Melcor Developments Ltd.,TSX
MR.DB,Melcor Real Estate Investment Trust,TSX
MR.DB.A,Melcor Real Estate Investment Trust,TSX
MR.UN,Melcor Real Estate Investment Trust,TSX
MERC.U,Mercer International Inc.,TSX
MX,Methanex Corporation,TSX
MRU,Metro Inc.,TSX
MBX,Microbix Biosystems Inc.,TSX
MAX,Midas Gold Corp.,TSX
RCO.UN,Middlefield Can-Global REIT Income Fund,TSX
MSV,Minco Silver Corporation,TSX
MID.UN,MINT Income Fund,TSX
MNW,Mitel Networks Corporation,TSX
MOGO,Mogo Finance Technology Inc.,TSX
MOGO.DB,Mogo Finance Technology Inc.,TSX
TPX.A,Molson Coors Canada Inc.,TSX
TPX.B,Molson Coors Canada Inc.,TSX
MLD.UN,Moneda LatAm Corporate Bond Fund,TSX
ME,Moneta Porcupine Mines Inc.,TSX
MRC,Morguard Corporation,TSX
MRG.DB,Morguard North American Residential Real Estate Investment Trust,TSX
MRG.UN,Morguard North American Residential Real Estate Investment Trust,TSX
MRT.DB,Morguard Real Estate Investment Trust,TSX
MRT.UN,Morguard Real Estate Investment Trust,TSX
MSI,Morneau Shepell Inc.,TSX
MSI.DB.A,Morneau Shepell Inc.,TSX
MPVD,Mountain Province Diamonds Inc.,TSX
MTY,MTY Food Group Inc.,TSX
MTL,Mullen Group Ltd.,TSX
MMP.UN,Precious Metals and Mining Trust,TSX
MQI.UN,Redwood Global Infrastructure Income Fund,TSX
MNT,Royal Canadian Mint - Canadian Gold Reserves,TSX
MNT.U,Royal Canadian Mint - Canadian Gold Reserves,TSX
MNS,Royal Canadian Mint - Canadian Silver Reserves,TSX
MNS.U,Royal Canadian Mint - Canadian Silver Reserves,TSX
NPC,NAPEC Inc.,TSX
"NA",National Bank of Canada,TSX
NA.PR.A,National Bank of Canada,TSX
NA.PR.C,National Bank of Canada,TSX
NA.PR.E,National Bank of Canada,TSX
NA.PR.S,National Bank of Canada,TSX
NA.PR.W,National Bank of Canada,TSX
NA.PR.X,National Bank of Canada,TSX
NUS,Nautilus Minerals Inc.,TSX
NGI.UN,NDX Growth & Income Fund,TSX
NMX,Nemaska Lithium Inc.,TSX
NMX.WT,Nemaska Lithium Inc.,TSX
NEO,Neo Performance Materials Inc.,TSX
NVCN,Neovasc Inc.,TSX
NEPT,Neptune Technologies & Bioressources Inc.,TSX
NLN,"NeuLion, Inc.",TSX
NCU,Nevada Copper Corp.,TSX
NSU,Nevsun Resources Ltd.,TSX
NFI,New Flyer Industries Inc.,TSX
NGD,New Gold Inc.,TSX
NML,New Millennium Iron Corp.,TSX
NAL,Newalta Corporation,TSX
NCC.A,Newfoundland Capital Corporation Limited,TSX
NCC.B,Newfoundland Capital Corporation Limited,TSX
NEW.A,Newgrowth Corp.,TSX
NEW.PR.D,Newgrowth Corp.,TSX
NEXA,Nexa Resources S.A.,TSX
NXE,NexGen Energy Ltd.,TSX
NXJ,NexJ Systems Inc.,TSX
NEXT,NextSource Materials Inc.,TSX
NGQ,NGEx Resources Inc.,TSX
NCP,Nickel Creek Platinum Corp.,TSX
NHK,Nighthawk Gold Corp.,TSX
NKO,Niko Resources Ltd.,TSX
NKO.NT,Niko Resources Ltd.,TSX
NB,NioCorp Developments Ltd.,TSX
NIF.UN,Noranda Income Fund,TSX
OSB,Norbord Inc.,TSX
NOA,North American Energy Partners Inc.,TSX
NOA.DB,North American Energy Partners Inc.,TSX
PDL,North American Palladium Ltd.,TSX
NPF.UN,North American Preferred Share Fund,TSX
NCF,Northcliff Resources Ltd.,TSX
NDM,Northern Dynasty Minerals Ltd.,TSX
NDM.WT.A,Northern Dynasty Minerals Ltd.,TSX
NDM.WT.B,Northern Dynasty Minerals Ltd.,TSX
NPS,Northern Power Systems Corp.,TSX
NPI,Northland Power Inc.,TSX
NPI.DB.B,Northland Power Inc.,TSX
NPI.DB.C,Northland Power Inc.,TSX
NPI.PR.A,Northland Power Inc.,TSX
NPI.PR.B,Northland Power Inc.,TSX
NPI.PR.C,Northland Power Inc.,TSX
NVU.DB,Northview Apartment Real Estate Investment Trust,TSX
NVU.UN,Northview Apartment Real Estate Investment Trust,TSX
NWH.DB,NorthWest Healthcare Properties Real Estate Investment Trust,TSX
NWH.DB.C,NorthWest Healthcare Properties Real Estate Investment Trust,TSX
NWH.DB.D,NorthWest Healthcare Properties Real Estate Investment Trust,TSX
NWH.DB.E,NorthWest Healthcare Properties Real Estate Investment Trust,TSX
NWH.DB.F,NorthWest Healthcare Properties Real Estate Investment Trust,TSX
NWH.UN,NorthWest Healthcare Properties Real Estate Investment Trust,TSX
NG,NovaGold Resources Inc.,TSX
NTR,Nutrien Ltd.,TSX
NVA,NuVista Energy Ltd.,TSX
NRI,Nuvo Pharmaceuticals Inc.,TSX
SFD,NXT Energy Solutions Inc.,TSX
