symbol,name,last_sale,market_cap,ipo_year,sector,industry,summary_quote,exchange
BPFH,"Boston Private Financial Holdings, Inc.",15.9,134e7,NA,Finance,Major Banks,http://www.nasdaq.com/symbol/bpfh,NASDAQ
EPAY,"Bottomline Technologies, Inc.",35.65,144e7,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/epay,NASDAQ
BHF,"Brighthouse Financial, Inc.",58.45,7e9,NA,Finance,Life Insurance,http://www.nasdaq.com/symbol/bhf,NASDAQ
AVGO,Broadcom Limited,265.73,10841e7,2009,Technology,Semiconductors,http://www.nasdaq.com/symbol/avgo,NASDAQ
BSFT,"BroadSoft, Inc.",54.75,173e7,2010,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bsft,NASDAQ
BPY,Brookfield Property Partners L.P.,21.55,549e7,NA,Finance,Real Estate,http://www.nasdaq.com/symbol/bpy,NASDAQ
BRKL,"Brookline Bancorp, Inc.",15.9,122e7,NA,Finance,Savings Institutions,http://www.nasdaq.com/symbol/brkl,NASDAQ
BRKS,"Brooks Automation, Inc.",24.99,176e7,1995,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/brks,NASDAQ
BRKR,Bruker Corporation,34.63,539e7,NA,Capital Goods,Biotechnology: Laboratory Analytical Instruments,http://www.nasdaq.com/symbol/brkr,NASDAQ
BWLD,"Buffalo Wild Wings, Inc.",156.4,243e7,2003,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/bwld,NASDAQ
BLDR,"Builders FirstSource, Inc.",20.05,226e7,2005,Consumer Services,RETAIL: Building Materials,http://www.nasdaq.com/symbol/bldr,NASDAQ
CHRW,"C.H. Robinson Worldwide, Inc.",86.21,1202e7,1997,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/chrw,NASDAQ
CA,CA Inc.,33.71,1411e7,NA,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ca,NASDAQ
CCMP,Cabot Microelectronics Corporation,93.76,238e7,2e3,Technology,Semiconductors,http://www.nasdaq.com/symbol/ccmp,NASDAQ
CDNS,"Cadence Design Systems, Inc.",43.68,1233e7,NA,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cdns,NASDAQ
CZR,Caesars Entertainment Corporation,12.55,884e7,2012,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/czr,NASDAQ
CSQ,Calamos Strategic Total Return Fund,12.18,188e7,2004,NA,NA,http://www.nasdaq.com/symbol/csq,NASDAQ
CVGW,"Calavo Growers, Inc.",75.1,132e7,NA,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/cvgw,NASDAQ
CALD,"Callidus Software, Inc.",29.1,198e7,2003,Technology,EDP Services,http://www.nasdaq.com/symbol/cald,NASDAQ
CALM,"Cal-Maine Foods, Inc.",44.3,215e7,1996,Consumer Non-Durables,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/calm,NASDAQ
CSIQ,Canadian Solar Inc.,17.36,1e9,2006,Technology,Semiconductors,http://www.nasdaq.com/symbol/csiq,NASDAQ
CFFN,"Capitol Federal Financial, Inc.",13.65,189e7,NA,Finance,Savings Institutions,http://www.nasdaq.com/symbol/cffn,NASDAQ
CTRE,"CareTrust REIT, Inc.",17.73,135e7,NA,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/ctre,NASDAQ
CARG,"CarGurus, Inc.",30.63,325e7,2017,Technology,EDP Services,http://www.nasdaq.com/symbol/carg,NASDAQ
CRZO,"Carrizo Oil & Gas, Inc.",18.39,15e8,1997,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/crzo,NASDAQ
CASY,"Caseys General Stores, Inc.",106.23,4030000000.0000005,1983,Consumer Durables,Automotive Aftermarket,http://www.nasdaq.com/symbol/casy,NASDAQ
CATY,Cathay General Bancorp,43.02,348e7,NA,Finance,Major Banks,http://www.nasdaq.com/symbol/caty,NASDAQ
CVCO,"Cavco Industries, Inc.",145.2,131e7,NA,Basic Industries,Homebuilding,http://www.nasdaq.com/symbol/cvco,NASDAQ
CAVM,"Cavium, Inc.",83.77,579e7,2007,Technology,Semiconductors,http://www.nasdaq.com/symbol/cavm,NASDAQ
CBOE,"Cboe Global Markets, Inc.",126.37,1434e7,2010,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/cboe,NASDAQ
CDK,"CDK Global, Inc.",70.76,973e7,NA,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/cdk,NASDAQ
CDW,CDW Corporation,68.45,1048e7,2013,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/cdw,NASDAQ
CELG,Celgene Corporation,109.41,8614e7,1987,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/celg,NASDAQ
CDEV,"Centennial Resource Development, Inc.",18.83,519e7,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/cdev,NASDAQ
CSFL,CenterState Bank Corporation,26.85,161e7,NA,Finance,Major Banks,http://www.nasdaq.com/symbol/csfl,NASDAQ
CENT,Central Garden & Pet Company,38.69,2009999999.9999998,1993,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/cent,NASDAQ
CENTA,Central Garden & Pet Company,37.4,194e7,NA,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/centa,NASDAQ
CENX,Century Aluminum Company,15.67,137e7,1996,Basic Industries,Aluminum,http://www.nasdaq.com/symbol/cenx,NASDAQ
CERN,Cerner Corporation,69.42,2308e7,1986,Technology,EDP Services,http://www.nasdaq.com/symbol/cern,NASDAQ
CEVA,"CEVA, Inc.",45.85,101e7,NA,Technology,Semiconductors,http://www.nasdaq.com/symbol/ceva,NASDAQ
CYOU,Changyou.com Limited,35.89,188e7,2009,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/cyou,NASDAQ
GTLS,"Chart Industries, Inc.",45.45,14e8,2006,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/gtls,NASDAQ
CHTR,"Charter Communications, Inc.",322.31,8013e7,NA,Consumer Services,Television Services,http://www.nasdaq.com/symbol/chtr,NASDAQ
CHKP,Check Point Software Technologies Ltd.,107.22,178e8,1996,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/chkp,NASDAQ
CHFC,Chemical Financial Corporation,55.37,394e7,NA,Finance,Major Banks,http://www.nasdaq.com/symbol/chfc,NASDAQ
PLCE,"Children&#39;s Place, Inc. (The)",135.35,235e7,1997,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/plce,NASDAQ
CBPO,"China Biologic Products Holdings, Inc.",76.54,2109999999.9999998,NA,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/cbpo,NASDAQ
HTHT,"China Lodging Group, Limited",124.65,885e7,2010,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/htht,NASDAQ
CHDN,"Churchill Downs, Incorporated",224.95,347e7,NA,Consumer Services,Services-Misc. Amusement & Recreation,http://www.nasdaq.com/symbol/chdn,NASDAQ
CMCT,CIM Commercial Trust Corporation,19.5,113e7,NA,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/cmct,NASDAQ
CMPR,Cimpress N.V,120.43,374e7,NA,Miscellaneous,Publishing,http://www.nasdaq.com/symbol/cmpr,NASDAQ
CINF,Cincinnati Financial Corporation,74.28,1219e7,NA,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/cinf,NASDAQ
CTAS,Cintas Corporation,158,168e8,1983,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/ctas,NASDAQ
CRUS,"Cirrus Logic, Inc.",50.68,323e7,1989,Technology,Semiconductors,http://www.nasdaq.com/symbol/crus,NASDAQ
CSCO,"Cisco Systems, Inc.",38.19,1888e8,1990,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/csco,NASDAQ
