symbol,name,last_sale,market_cap,ipo_year,sector,industry,summary_quote,exchange
MTNB,"Matinas Biopharma Holdings, Inc.",1.42,131990000.00000001,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mtnb,AMEX
MNI,McClatchy Company (The),9.24,7101e4,1988,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/mni,AMEX
IPB,"Merrill Lynch & Co., Inc. 6.0518% Index Plus Trust Certificate",28.31,NA,NA,Finance,Finance: Consumer Services,http://www.nasdaq.com/symbol/ipb,AMEX
MXC,Mexco Energy Corporation,3.86,786e4,NA,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/mxc,AMEX
CCA,MFS California Insured Municipal Trust,11.62,32380000.000000004,1999,NA,NA,http://www.nasdaq.com/symbol/cca,AMEX
MICR,"Micron Solutions, Inc.",3.45,977e4,NA,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/micr,AMEX
MLSS,"Milestone Scientific, Inc.",0.99,32659999.999999996,2015,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/mlss,AMEX
MVF,"MuniVest Fund, Inc.",9.64,62176e4,NA,NA,NA,http://www.nasdaq.com/symbol/mvf,AMEX
MZA,"MuniYield Arizona Fund, Inc.",15.98,739e5,1993,NA,NA,http://www.nasdaq.com/symbol/mza,AMEX
MYO,Myomo Inc.,2.78,1752e4,2017,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/myo,AMEX
NNVC,"NanoViricides, Inc.",1.01,6397e4,NA,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/nnvc,AMEX
ATEST,NASDAQ TEST STOCK,9.99,NA,NA,NA,NA,http://www.nasdaq.com/symbol/atest,AMEX
ATEST.A,NASDAQ TEST STOCK,NA,NA,NA,NA,NA,http://www.nasdaq.com/symbol/atest.a,AMEX
ATEST.B,NASDAQ TEST STOCK,NA,NA,NA,NA,NA,http://www.nasdaq.com/symbol/atest.b,AMEX
ATEST.C,NASDAQ TEST STOCK,NA,NA,NA,NA,NA,http://www.nasdaq.com/symbol/atest.c,AMEX
NHC,National HealthCare Corporation,64.13,97457e4,NA,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/nhc,AMEX
NAVB,"Navidea Biopharmaceuticals, Inc.",0.4375,7099e4,NA,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,http://www.nasdaq.com/symbol/navb,AMEX
NTIP,"Network-1 Technologies, Inc.",2.4,5791e4,NA,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/ntip,AMEX
NBW,Neuberger Berman California Intermediate Municipal Fund Inc.,13.84,7683e4,2002,NA,NA,http://www.nasdaq.com/symbol/nbw,AMEX
NHS,Neuberger Berman High Yield Strategies Fund,11.65,22765e4,NA,NA,NA,http://www.nasdaq.com/symbol/nhs,AMEX
NBH,Neuberger Berman Intermediate Municipal Fund Inc.,14.84,27897e4,2002,NA,NA,http://www.nasdaq.com/symbol/nbh,AMEX
NML,Neuberger Berman MLP Income Fund Inc.,8.89,5037e5,2013,NA,NA,http://www.nasdaq.com/symbol/nml,AMEX
NBO,Neuberger Berman New York Intermediate Municipal Fund Inc.,12.25,622e5,2002,NA,NA,http://www.nasdaq.com/symbol/nbo,AMEX
